"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"016.823912","007432282","Monograph","Language material ; Text","Volume","GB7817160","","9780824099558","Meyers, Jeffrey","","person","","Meyers, Jeffrey [person] ; Meyers, Valerie [person]","George Orwell : an annotated bibliography of criticism","","Garland reference library of the humanities","volume 54 [Garland reference library of the humanities]","England ; United States of America","Holly Bush Hill, NW3 6SH ; London ; New York","Garland","1977","","ix, 132 pages, 8 pages of plates, leaf of plates, illustrations, facsimiles, 23 cm","78/12190 ; X.989/52441","Orwell, George, 1903-1950--Bibliography ; Fiction in English--Orwell, George--1903-1950--Bibliographies ; Satire, English--History and criticism--Bibliography ; Dystopias in literature--Bibliography","","English","",""
"016.82891209","008822829","Monograph","Language material ; Text","Volume","GB9861353","","9781873040058 ; 9781884718465","Fenwick, Gillian","","person","","Fenwick, Gillian [person]","George Orwell : a bibliography","","Winchester bibliographies of 20th century writers","","England","New Castle, Delaware ; Winchester","Oak Knoll ; St. Paul's Bibliographies","1998","","xxi, 426 pages, 24 cm","2725.g.3265 ; 98/12853","Orwell, George, 1903-1950--Bibliography ; Dystopias--Bibliography ; Satire, English--Bibliography","","English","Includes index",""
"082","005577303","Monograph","Language material ; Text","Volume","GB7028770","","9780140031515","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Orwell, Sonia [person] ; Angus, Ian [person]","The collected essays, journalism and letters of George Orwell","","","","England","Harmondsworth","Penguin","1970","","624 pages, 18 cm","","","","English","Originally published, London: Secker & Warburg, 1968",""
"082","005577304","Monograph","Language material ; Text","Volume","GB7028771","","9780140031522","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Orwell, Sonia [person] ; Angus, Ian [person]","The collected essays, journalism and letters of George Orwell","","","","England","Harmondsworth","Penguin","1970","","540 pages, 18 cm","","","","English","Originally published, London: Secker & Warburg, 1968",""
"082","005577305","Monograph","Language material ; Text","Volume","GB7028772","","9780140031539","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Orwell, Sonia [person] ; Angus, Ian [person]","The collected essays, journalism and letters of George Orwell","","","","England","Harmondsworth","Penguin","1970","","492 pages, 18 cm","","","","English","Originally published, London: Secker & Warburg, 1968",""
"082","005577306","Monograph","Language material ; Text","Volume","GB7028773","","9780140031546","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Orwell, Sonia [person] ; Angus, Ian [person]","The collected essays, journalism and letters of George Orwell","","","","England","Harmondsworth","Penguin","1970","","621 pages, 18 cm","","","","English","Originally published, London: Secker & Warburg, 1968",""
"082","005578283","Monograph","Language material ; Text","Volume","GB6819084","","9780436350153","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The collected essays, journalism and letters of George Orwell","","","","United Kingdom","","Secker & Warburg","1968","","555 pages, illustrations, 22 cm","","","","English","",""
"082","005578284","Monograph","Language material ; Text","Volume","GB6819083","","9780436350160","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The collected essays, journalism and letters of George Orwell","","","","United Kingdom","","Secker & Warburg","1968","","435 pages, 22 cm","","","","English","",""
"082","005578285","Monograph","Language material ; Text","Volume","GB6819082","","9780436350177","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The collected essays, journalism and letters of George Orwell","","","","United Kingdom","","Secker & Warburg","1968","","477 pages, illustrations, 22 cm","","","","English","",""
"082","005578286","Monograph","Language material ; Text","Volume","GB6819081","","9780436350184","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The collected essays, journalism and letters of George Orwell","","","","United Kingdom","","Secker & Warburg","1968","","574 pages, illustrations, 22 cm","","","","English","",""
"082","006718531","Monograph","Language material ; Text","Volume","GB8432722","","9780140090147","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The Penguin complete longer non-fiction of George Orwell","Down and out in Paris and London ; Homage to Catalonia ; Looking back at the Spanish war ; Road to Wigan Pier","","","England","Harmondsworth","Penguin ; Secker & Warburg","1983","","488 pages, 21 cm","X.950/34024","General essays in English--Texts","","English","",""
"170","010158592","Monograph","Language material ; Text","Volume","","","9782260004059","Besançon, Alain","","person","","Besançon, Alain [person]","La falsification du bien : Soloviev et Orwell","","Commentaire","","France","Paris","Julliard","1985","","222 pages","YA.1987.a.5245","Soviet philosophy--Solovʹev, Vladimir--1853-1900 ; Good and evil--History ; Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950 ; Good and evil in literature ; Solovʹev, Vladimir, 1853-1900","","French","",""
"300","008320824","Monograph","Language material ; Text","Volume","GB5313943","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","England, your England, and other essays","","","","United Kingdom","","Secker & Warburg","1953","","224 pages, 19 cm","","","","English","",""
"301.400942","007062316","Monograph","Language material ; Text","Volume","GB8625870","","9780140063271","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The lion and the unicorn : socialism and the English genius","","","","England","Harmondsworth","Penguin","1986","","123 pages, 18 cm","","Social structure--England ; England--Social conditions--20th century ; England--Social structure--ca 1940--Socialist viewpoints","","English","Originally published: London : Secker & Warburg, 1941",""
"301.400942","011306169","Monograph","Language material ; Text","Volume","GB8230251","","9780140063271","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The lion and the unicorn : socialism and the English genius","","","","England","Harmondsworth","Penguin","1982","","123 pages, 18 cm","H.82/817 ; H.86/1186","Social structure--England ; England--Social conditions--20th century ; England--Social structure--ca 1940","","English","Originally published: London : Secker & Warburg, 1941",""
"301.441","007660284","Monograph","Language material ; Text","Volume","GB6401205","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Down and out in Paris and London","","","","United Kingdom","","Penguin ; Secker & Warburg","1963","","189 pages, 19 cm","","","","English","Originally published, London, Gollancz,1933",""
"301.44420941","012223442","Monograph","Language material ; Text","Volume","GB6203375","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The road to Wigan Pier","","","","United Kingdom","","Penguin ; Secker & Warburg","1962","","204 pages, 18 cm","","","","English","Originally published, Gollancz, 1937",""
"303.3750973","014409327","Monograph","Language material ; Text","Volume","","","9781586485603","","","","","Szántó, András [person]","What Orwell didn't know : propaganda and the new face of American politics","","Publicaffairs reports","","United States of America","New York","PublicAffairs","2007","1st edition","xxxi, 236 pages, illustrations, 21 cm","m08/.10089","Propaganda--United States ; Mass media and propaganda--United States ; United States--Politics and government ; Orwell, George, 1903-1950","","English","",""
"303.3750973","014494250","Monograph","Language material ; Text","Volume","GBA807319","","9781586485603","","","","","Szántó, András [person]","What Orwell didn't know : propaganda and the new face of American politics","","","","England ; United States of America","London ; New York","Perseus Running ; PublicAffairs","2008","","1 volume, 21 cm","","Propaganda--United States ; Mass media and propaganda--United States ; United States--Politics and government ; Orwell, George, 1903-1950","","English","",""
"305.0942","007062316","Monograph","Language material ; Text","Volume","GB8625870","","9780140063271","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The lion and the unicorn : socialism and the English genius","","","","England","Harmondsworth","Penguin","1986","","123 pages, 18 cm","","Social structure--England ; England--Social conditions--20th century ; England--Social structure--ca 1940--Socialist viewpoints","","English","Originally published: London : Secker & Warburg, 1941",""
"305.0942","011306169","Monograph","Language material ; Text","Volume","GB8230251","","9780140063271","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The lion and the unicorn : socialism and the English genius","","","","England","Harmondsworth","Penguin","1982","","123 pages, 18 cm","H.82/817 ; H.86/1186","Social structure--England ; England--Social conditions--20th century ; England--Social structure--ca 1940","","English","Originally published: London : Secker & Warburg, 1941",""
"305.50941","018228548","Monograph","Language material ; Text","Volume","GBB722386","","9780241315668","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950 [person] ; Orwell, George, 1903-1950, author [person]","England your England","Lion and the unicorn","Penguin modern classics","","England","London","Penguin","2017","","39 pages, 19 cm","YC.2018.a.6236","Social stratification--England--History--20th century ; World War, 1939-1945--Great Britain ; War and socialism--Great Britain ; England--Social conditions--20th century","","English","England your England is the first part of The lion and the unicorn, originally published in 1941 in the Searchlight books series",""
"305.50941","019021664","Monograph","Language material ; Text","Online resource","GBB8F7254","","9780241315712","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950 [person] ; Orwell, George, 1903-1950, author [person]","England your England","Lion and the unicorn","Penguin modern classics","","England ; United Kingdom","London","Penguin","2017","","1 online resource (48 pages)","ELD.DS.319483","Social stratification--England--History--20th century ; England--Social conditions--20th century ; World War, 1939-1945--Great Britain ; POLITICAL SCIENCE / History & Theory ; LITERARY COLLECTIONS / Essays ; War and socialism--Great Britain","","English","",""
"305.562094276","016529118","Monograph","Language material ; Text","Volume","GBB398346","","9780141395142","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950, author [person]","The road to Wigan Pier","","","","England","London","Penguin","2014","","1 volume","","Lancashire (England)--Social conditions--20th century ; Unemployment--England--Yorkshire ; Yorkshire (England)--Social conditions--20th century ; Working class--England--Yorkshire ; Working class--England--Lancashire ; Unemployment--England--Lancashire","","English","",""
"305.562094276","018892030","Monograph","Language material ; Text","Volume","GBB8A2591","","9781787301009","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950, author [person]","The road to Wigan Pier","","The complete works of George Orwell","5 [The complete works of George Orwell]","England","London","Harvill Secker","2018","","1 volume","","Lancashire (England)--Social conditions--20th century ; Unemployment--England--Yorkshire ; Yorkshire (England)--Social conditions--20th century ; Working class--England--Yorkshire ; Working class--England--Lancashire ; Unemployment--England--Lancashire","","English","",""
"305.56209428","007694434","Monograph","Language material ; Text","Volume","GBA426680","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The road to Wigan pier","","","","England","London","Folio society","1998","","210 pages, 15 pages of plates, illustrations, 23 cm","YC.2004.a.6261","Working class--Great Britain ; Socialism ; Unemployment--Great Britain ; Great Britain--Social conditions--20th century","","English","reprinted with corrections - Originally published: London : Gollancz, 1937",""
"305.56209428","011934997","Monograph","Language material ; Text","Volume","GBA1Z9928","","9780141185293","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The road to Wigan pier","","Penguin classics","","England","London","Martin Secker & Warburg ; Penguin","2001","","xv, 214 pages, 32 pages of plates, illustrations, 20 cm","YC.2001.a.6539","Working class--Great Britain ; Socialism ; Unemployment--Great Britain ; Great Britain--Social conditions--20th century","","English","Originally published : London : Gollancz, 1937",""
"305.56209428","016605643","Monograph","Language material ; Text","Volume","GBB491972","","9780141395456","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950, author [person]","The road to Wigan Pier","","Great Orwell","","England","London","Penguin","2014","","214 pages, 18 cm","YC.2014.a.11705","Working class--Great Britain ; Socialism ; Unemployment--Great Britain ; Great Britain--Social conditions--20th century","","English","First published by Victor Gollancz 1937",""
"305.56209428","018529804","Monograph","Language material ; Text","Online resource","GBB7I3307","","9780141913889","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The road to Wigan pier","","Penguin classics","","England","London","Martin Secker & Warburg ; Penguin","2001","","1 online resource (xv, 214 pages, 32 pages of plates), illustrations","ELD.DS.196637","SOCIAL SCIENCE / Social Classes & Economic Disparity ; Autobiography: Literary ; Unemployment ; Poverty & Unemployment ; Great Britain ; Unemployment--Great Britain ; SOCIAL SCIENCE / Poverty & Homelessness ; Great Britain--Social conditions--20th century ; Working class--Great Britain ; Socialism","","English","Originally published: London : Gollancz, 1973",""
"306","016716622","Monograph","Language material ; Text","Volume","","","9788483838488","Semprún, Jorge","","person","author ; interviewee","Semprún, Jorge, author ; interviewee [person] ; Appréderis, Franck, interviewer ; writer [person] ; Semprún, Jorge [person] ; Albiñana, Javier, translator [person]","Vivir es resistir : tres conferencias y una conversación","Langage est ma patrie ; Lenguaje es mi patria ; Métier de l'homme ; Oficio de hombre ; Works. Selections. Spanish","Ensayo","93 [Ensayo]","Spain","Barcelona","Tusquets","2014","1st a edición","197 pages, 21 cm","YF.2015.a.18073","Intellectual life ; Husserl, Edmund, 1859-1938 ; Resistance (Philosophy) ; Bloch, Marc, 1886-1944 ; Semprún, Jorge--Interviews ; Orwell, George, 1903-1950 ; 1900 - 1999 ; Government, Resistance to, in literature ; Semprún, Jorge--Philosophy ; Orwell, George, 1903-1950--Criticism and interpretation ; Intellectual life--20th century","Criticsm and interpretation ; Interview","Spanish","First work consists of three related studies based on papers presented at the Bibliothèque nationale de France in 2002 ; Second, longer, work consists of a dialogue between the author and Franck Appréderis ; Translated from the French",""
"309.141083","011304519","Monograph","Language material ; Text","Volume","GB7523207","","9780140017007","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The road to Wigan Pier","","","","England","Harmondsworth","Penguin","1975","","204 pages, 18 cm","H.85/368 ; X.708/41182","Great Britain--Social conditions--1936 ; Great Britain--Social conditions--20th century","","English","Originally published: London : Gollancz, 1937",""
"320","016010713","Monograph","Language material ; Text","Volume","","","9788492974955","Pérez Velasco, Víctor Miguel","1947-","person","","Pérez Velasco, Víctor Miguel, 1947- [person]","La España orwelliana","","Libros abiertos","57 [Libros abiertos]","Spain","Málaga","Sepha","2011","","298 pages, 23 cm","YF.2012.a.7268","Orwell, George, 1903-1950 ; Spain--Politics and government--1982-","","Spanish","George Orwell (1903-1950)",""
"320.01","006947539","Monograph","Language material ; Text","Volume","GBA3U9835","","9780745321974 ; 9780745321981","Lucas, Scott","","person","","Lucas, Scott [person]","The betrayal of dissent : beyond Orwell, Hitchens and the new American century","","","","England","London","Pluto","2004","","ix, 324 pages, 20 cm","YC.2005.a.13070 ; m04/18504","War on Terrorism, 2001-2009 ; Orwell, George, 1903-1950--Political and social views ; Iraq War, 2003- ; Dissenters--United States ; Hitchens, Christopher--Political and social views ; Social control--United States ; Orwell, George, 1903-1950--Influence ; Government, Resistance to--United States ; United States--Politics and government--2001-","","English","",""
"320.01","006966301","Monograph","Language material ; Text","Volume","GBA3X8778","","9781859845608","Lucas, Scott","","person","","Lucas, Scott [person]","George Orwell and the betrayal of dissent","","","","England","London","Verso","2003","","160 pages, 20 cm","","Politics and literature ; Social influence ; Orwell, George, 1903-1950--Influence ; Orwell, George, 1903-1950--Political and social views","","English","",""
"320.014","012667327","Monograph","Language material ; Text","Volume","GB9212714","","9780813913247","Young, John Wesley","1951-","person","","Young, John Wesley, 1951- [person]","Totalitarian language : Orwell's Newspeak and its Nazi and Communist antecedents","","","","England","Charlottesville ; London","University Press ; Virginia","1991","","xi, 335 pages, 24 cm","YC.1992.b.5141","Orwell, George, 1903-1950 ; Propaganda, Communist ; Politics--Rhetoric ; Propaganda, German ; Totalitarianism--Terminology ; Language and languages--Political aspects","","English","bibliography: p292-312. -Includes index",""
"320.54","018634448","Monograph","Language material ; Text","Volume","GBB7N1105","","9780241339565","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950, author [person]","Notes on nationalism","","Penguin modern classics","","England","London","Penguin","2018","","1 volume, 17 cm","","Nationalism","","English","",""
"320.94","012909247","Monograph","Language material ; Text","Volume","GBA440477","","9781843542605","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Orwell : the Observer years","Observer (London, England)","","","England","London","Atlantic","2003","","xiii, 242 pages, 23 cm","YC.2006.a.1323 ; m04/21420","Europe--Politics and government--1945- ; Political science--Book reviews ; World War, 1939-1945 ; Books--Reviews","Review","English","",""
"323.44","019049316","Monograph","Language material ; Text","Volume","GBB8G8549","","9781787301405","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950, author [person]","Orwell on freedom","Works. Selections","","","England","London","Harvill Secker","2018","","xviii, 200 pages, 19 cm","","Liberty","","English","Additional physical form: ebook version. 9781473565326",""
"323.44","019049835","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB8G9067","","9781473565326","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950, author [person]","Orwell on freedom","Works. Selections","","","England","London","Vintage Digital","2018","","1 online resource","ELD.DS.370195","Liberty","","English","Additional physical form: Print version. 9781787301405",""
"325.109051","013251183","Monograph","Language material ; Text","Volume","GBA559363","","9781843102946","Cohen, Steve","1945-","person","","Cohen, Steve, 1945- [person]","Deportation is freedom! : the Orwellian world of immigration controls","","","","England","London","Jessica Kingsley","2006","","224 pages, 24 cm","YC.2009.a.5362 ; m06/.12349","Emigration and immigration--Government policy ; Orwell, George, 1903-1950 ; Emigration and immigration--Government policy--Great Britain","","English","",""
"325.109051","017583424","Monograph","Language material ; Text","Online resource","GBB6H4768","","9781846422386","Cohen, Steve","1945-","person","","Cohen, Steve, 1945- [person]","Deportation is freedom! : the Orwellian world of immigration controls","","","","England ; United Kingdom","London","Jessica Kingsley","2005","","1 online resource (224 pages)","ELD.DS.34566","Great Britain--Emigration and immigration--Government policy ; Social Issues & Processes ; Refugees & Political Asylum ; Orwell, George, 1903-1950","","English","",""
"325.109051","017785827","Monograph","Language material ; Text","Online resource","GBB6H9922","","9781846422386","Cohen, Steve","1945-","person","","Cohen, Steve, 1945- [person]","Deportation is freedom! : the Orwellian world of immigration controls","","","","England ; United Kingdom","London","Jessica Kingsley","2005","","1 online resource (224 pages)","ELD.DS.51062","Great Britain--Emigration and immigration--Government policy ; Social Issues & Processes ; Refugees & Political Asylum ; Orwell, George, 1903-1950","","English","",""
"331","014318225","Monograph","Language material ; Text","Volume","","","9780140017007","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The Road to Wigan Pier","","","","","","Penguin","1981","","","W7/1518","","","English","",""
"335","008264213","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The lion and the unicorn","","Searchlight books","","","","Secker & Warburg","1941","","","335 *2914* ; W9/4053","","","English","",""
"335.00941","006989392","Monograph","Language material ; Text","Volume","GB6215405","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The lion and the unicorn : socialism and the English genius","","","","United Kingdom","","Secker & Warburg","1962","Uniform edition","96 pages, 20 cm","","","","English","Contents:England your England.Shopkeepers at war.The English revolution.Originally published -Secker & Warburg,1941",""
"335.00941","018589182","Monograph","Language material ; Text","Volume","GBB7K9267","","9780241315682","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950, author [person]","The lion and the unicorn","Lion and the unicorn : socialism and the English genius","Penguin modern classics","","England","London","Penguin","2018","Penguin Classics","82 pages, 20 cm","YC.2018.a.16555","Socialism--Great Britain","","English","Additional physical form: ebook version. 9780241315699",""
"335.00941","018637974","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB7N4629","","9780241315699","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950, author [person]","The lion and the unicorn : socialism and the English genius","","Penguin modern classics","","England","London","Penguin","2018","","1 online resource","ELD.DS.236797","Socialism--Great Britain","","English","Additional physical form: Print version. 9780241315682",""
"339","014318213","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Down and out in Paris and London","","","","","","Gollancz","1948","","","339 *1*","","","English","",""
"362.5","007379313","Monograph","Language material ; Text","Volume","GB8608912","","9780436350238","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Down and out in Paris and London","","The Complete works of George Orwell","volume 1 [The Complete works of George Orwell]","England","London","Secker & Warburg","1986","Complete edition","272 pages, 24 cm","YC.1987.b.5259","Homelessness--Europe--History--20th century ; Europe--Social conditions--20th century ; Single people--Europe--History--20th century ; North-western Europe--Homeless single persons--Social conditions--ca 1930","","English","Author: George Orwell ; Previous edition: London : Gollancz, 1933",""
"362.5","011304395","Monograph","Language material ; Text","Volume","GB8519001","","9780140002973","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Down and out in Paris and London","","","","England","Harmondsworth","Penguin ; Secker & Warburg","1984","","188 pages, 18 cm","H.85/451","Homelessness--Europe--History--20th century ; Europe--Social conditions--20th century ; Single people--Europe--History--20th century ; North-western Europe--Homeless single persons--Social conditions--ca 1930","","English","Originally published: London : Gollancz, 1933",""
"362.5","011935878","Monograph","Language material ; Text","Volume","GB9591283","","9780146000621","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Pages from a scullion's diary : an extract from 'Down and out in Paris and London'","Down and out in Paris and London","Penguin 60s","","England","London","Penguin","1995","","53 pages, 14 cm","H.96/97","Homelessness","","English","'This extract is taken from the edition of Down and out in Paris and London that was published by Penguin books in 1991' - t.p. verso",""
"362.5094109051","015817575","Monograph","Language material ; Text","Volume","GBB165898","","9781908238016 ; 9781908238108","Armstrong, Stephen","1966-","person","","Armstrong, Stephen, 1966- [person]","The road to Wigan Pier revisited","","","","England","London","Constable","2012","","x, 294 pages, 20 cm","YC.2012.a.20164","Poverty--Great Britain--History--21st century ; Orwell, George, 1903-1950 ; Great Britain--Social conditions--21st century","","English","Includes index",""
"362.5094109051","016915630","Monograph","Language material ; Text","Online resource","GBB622792","","9781780338798","Armstrong, Stephen","1966-","person","author","Armstrong, Stephen, 1966-, author [person]","The road to Wigan Pier revisited","","","","England","London","Constable","2012","","1 online resource","ELD.DS.7126","Poverty--Great Britain--History--21st century ; Orwell, George, 1903-1950 ; Great Britain--Social conditions--21st century","","English","Includes index",""
"362.509421","008375372","Monograph","Language material ; Text","Volume","GB9911755","","","Orwell, George","1903-1950","person","","Foot, Michael, 1913-2010 [person] ; Orwell, George, 1903-1950 [person]","Down and out in Paris and London","","","","England","London","Folio Society","1998","2nd edition","xxvi, 16 pages of plates, 216 pages, illustrations, 23 cm","YC.2004.a.6259","London (England)--Social conditions--20th century ; Paris (France)--Social conditions--20th century ; Homelessness--England--London--History--20th century ; Orwell, George, 1903-1950--Homes and haunts--France--Paris ; Homelessness--France--Paris--History--20th century ; Orwell, George, 1903-1950--Homes and haunts--England--London","","English","This edition originally published, London: Secker & Warburg, 1986. - Previous edition: London : Gollancz, 1933",""
"362.509421","009054681","Monograph","Language material ; Text","Volume","GBA159203","","9780141184388","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Down and out in Paris and London","","","","England","London","Penguin","2001","","240 pages, 20 cm","YC.2012.a.11430","Homelessness--France--Paris--History--20th century ; Homelessness--England--London--History--20th century ; London (England)--Social conditions--20th century ; Paris (France)--Social conditions--20th century","","English","Originally published: Secker & Warburg, 1999",""
"362.509421","011928325","Monograph","Language material ; Text","Volume","GB9917321","","9780140282566","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Down and out in Paris and London","","","","England","London","Penguin","1999","","216 pages, 18 cm","H.2000/1319","London (England)--Social conditions--20th century ; Paris (France)--Social conditions--20th century ; Homelessness--England--London--History--20th century ; Orwell, George, 1903-1950--Homes and haunts--France--Paris ; Homelessness--France--Paris--History--20th century ; Orwell, George, 1903-1950--Homes and haunts--England--London","","English","Originally published, London: Gollancz, 1933",""
"362.509421","018529607","Monograph","Language material ; Text","Online resource","GBB7I3138","","9780141906188","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Down and out in Paris and London","","","","England","London","Penguin","2001","","1 online resource (240 pages)","ELD.DS.196440","TRAVEL / Essays & Travelogues ; Social & Cultural History ; England--London ; London (England)--Social conditions--20th century ; Paris (France)--Social conditions--20th century ; Homelessness--England--London--History--20th century ; Poverty & Unemployment ; France--Paris ; Homelessness--France--Paris--History--20th century ; Memoirs ; SOCIAL SCIENCE / Poverty & Homelessness","History","English","Originally published: Secker & Warburg, 1999",""
"362.50942109043","011935094","Monograph","Language material ; Text","Volume","GBA343669","","9780141187365","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Down and out in Paris and London","","Orwell centenary edition","","England","London","Penguin","2003","","230 pages, 20 cm","YC.2003.a.17130","London (England)--Social conditions--20th century ; Paris (France)--Social conditions--20th century ; Homelessness--England--London--History--20th century ; Orwell, George, 1903-1950 ; Homelessness--France--Paris--History--20th century ; Novelists, English--20th century--Biography ; Poor--France--Paris--History--20th century ; Poor--England--London--History--20th century","Biography","English","This edition originally published in The complete works of George Orwell, London: Secker & Warburg, 1986",""
"362.50942109043","014931474","Monograph","Language material ; Text","Volume","GBA927292","","9780141042701","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Fairey, Shepard [person]","Down and out in Paris and London","","","","England","London","Viking","2013","","1 volume, illustrations, 19 cm","","London (England)--Social conditions--20th century ; Paris (France)--Social conditions--20th century ; Homelessness--England--London--History--20th century ; Orwell, George, 1903-1950 ; Homelessness--France--Paris--History--20th century ; Poor--France--Paris--History--20th century ; Poor--England--London--History--20th century","","English","",""
"420.904","011336748","Monograph","Language material ; Text","Volume","GB8409022","","9780631136583 ; 9780631137221","Bolton, W. F. (Whitney French)","1930-","person","","Bolton, W. F. (Whitney French), 1930- [person]","The language of 1984 : Orwell's English and ours","","The Language library","","England","Oxford","Blackwell ; Deutsch","1984","","252 pages, 23 cm","X.950/33405","Orwell, George, 1903-1950--Criticism and interpretation ; English language--1945-1983 ; English language--History ; Fiction in English--Orwell, George--1903-1950","","English","bibliography: p236-245. _ Includes index",""
"428.6","010702712","Monograph","Language material ; Text","Volume","GBA363227","","9780582777316","Dean, Michael","1949-","person","","Dean, Michael, 1949- [person] ; Orwell, George, 1903-1950 [person]","1984","Nineteen eighty-four","Penguin readers. Level 4","","England","Harlow","Pearson","2003","","vii, 71 pages, illustrations, 20 cm","YK.2003.a.19247","Totalitarianism--Fiction","Dystopia ; Fiction ; Reader","English","",""
"428.64","007060395","Monograph","Language material ; Text","Volume","GB7901844","","9780195810554","Henniker-Major, Lesley","","person","","Orwell, George, 1903-1950 [person] ; Henniker-Major, Lesley [person]","Animal farm","","Oxford progressive English readers. grade 3","","England ; Hong Kong","Oxford","Oxford University Press","1977","","6, 10 pages, colour illustrations, 22 cm","","Readers--1950- ; English language--Text-books for foreign speakers ; English language--Readers--For non-English speaking students","","English","",""
"428.64","008752592","Monograph","Language material ; Text","Volume","GB7621795","","9780521209762","Orwell, George","1903-1950","person","","Black, Elizabeth, 1937- [person] ; Orwell, George, 1903-1950 [person]","Shooting an elephant","","Cambridge English language learning","","England","Cambridge","Cambridge University Press","1975","","1, 13 pages, 21 cm","X.900/25158","Readers--1950- ; English language--For non-English speaking students ; English language--Text-books for foreign speakers","","English","",""
"428.64","018784378","Monograph","Language material ; Spoken word ; Text","Audio disc ; Computer disc ; Volume","GBB846054","","9781292243221","","","","","Orwell, George, 1903-1950 [person]","Animal farm","Animal Farm","Pearson English graded readers. Level 6","","England","Harlow","Pearson","2018","","1 volume + 1 CD","","","Reader","English","Based on the original work by George Orwell ; MP3-CD",""
"523.01","009142585","Monograph","Language material ; Text","Online resource","","","","Norwell, George A.","","person","","Norwell, George A. [person]","X-ray scattering by cosmic dust grains","","","","","","University of Keele","1990","","","293990","Cosmic rays ; Astronomy ; Astrophysics","","","",""
"523.0197223","009142585","Monograph","Language material ; Text","Online resource","","","","Norwell, George A.","","person","","Norwell, George A. [person]","X-ray scattering by cosmic dust grains","","","","","","University of Keele","1990","","","293990","Cosmic rays ; Astronomy ; Astrophysics","","","",""
"633.82","012246906","Monograph","Language material ; Text","Volume","GB7030187","","9780902811003","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Hop-picking : George Orwell in Kent","","","","England","Maidstone","Bridge","1970","","45 pages, 19 cm","","Hops--England--Kent ; Hop-picking--Kent, 1931--Personal observations","","English","Limited edition of 300 numbered copies ; Originally published as 'Hop-picking' in his 'Collected essays' (B61-9501) . London:Secker & Warburg, 1961",""
